task_id,dataset,repetition,reference_correct,candidate_correct,same_content,reference_finish,candidate_finish,reference_tokens,candidate_tokens,latency_ratio_reference_over_candidate,tps_ratio_candidate_over_reference,reference_record,candidate_record,reference_sha256,candidate_sha256
HumanEval/0,humaneval_plus,0,True,True,True,stop,stop,177,177,6.312222402298363,6.312222402298364,results/baseline/primary/repeat-0/HumanEval_0.json,results/dflash15/primary/repeat-0/HumanEval_0.json,5421341340a55d1e6772a93bb49fe62ed9c3be0bd6410d13fa4d119e8da07271,e2f00c4d1c6e402a42a584038db4f72356ababfdf80ae49bd8305e4d05000855
HumanEval/1,humaneval_plus,0,True,True,True,stop,stop,230,230,6.888423344606547,6.888423344606547,results/baseline/primary/repeat-0/HumanEval_1.json,results/dflash15/primary/repeat-0/HumanEval_1.json,c3c75501db9ff8a20faffa36e3e2d3631dac97c60a75217321e68d4f3f73e1ae,38c06392f87f2b2e612ac7f56b3bd507fc44fa780a22a7d3e94c558833f9fd6c
HumanEval/2,humaneval_plus,0,True,True,True,stop,stop,97,97,7.338939341175566,7.338939341175565,results/baseline/primary/repeat-0/HumanEval_2.json,results/dflash15/primary/repeat-0/HumanEval_2.json,502fbcee56b843fdf5ff5555306f2701c81d6dc82f8ef0bf5b31dfccbb907bbc,3f09dcaea31f584ed5a8604c119dda1b61217f0811ed28fec80cb0c855f6758e
HumanEval/3,humaneval_plus,0,True,True,True,stop,stop,157,157,7.264704342485388,7.264704342485387,results/baseline/primary/repeat-0/HumanEval_3.json,results/dflash15/primary/repeat-0/HumanEval_3.json,588340e8d0e151e911a9f92c75ad1b5dd6272523e82c01424ac5042c457b9098,3340cbade0ed9d35b025cce5b904c8615324ffe16d15e673014c8b3e3a7d48b9
HumanEval/4,humaneval_plus,0,True,True,True,stop,stop,172,172,7.388445835625565,7.388445835625565,results/baseline/primary/repeat-0/HumanEval_4.json,results/dflash15/primary/repeat-0/HumanEval_4.json,6121bb505ce8eb114faa08a944de92661464a15c7c4d48f8eee22392d3ff4c4a,fb75b297698a6810c1ea95bbd4b6606a591997c150c15434ce8b216d9d509c59
HumanEval/5,humaneval_plus,0,True,True,True,stop,stop,154,154,6.901064363252798,6.901064363252798,results/baseline/primary/repeat-0/HumanEval_5.json,results/dflash15/primary/repeat-0/HumanEval_5.json,1d024b4bcce9f79383405c4ada110d1ece12aeaecaf98afd57239afc71528d09,8e61a1e80364c2540dee668f25432f06ee76ddec926b476c74a3a2171b04be03
HumanEval/6,humaneval_plus,0,True,True,True,stop,stop,229,229,7.269487013902186,7.269487013902186,results/baseline/primary/repeat-0/HumanEval_6.json,results/dflash15/primary/repeat-0/HumanEval_6.json,fed865312a36d450097fd80125f4066d6a3a08d99e1d1306961be1a2a9c303da,cc06d4cc53ea6ac1178e4a060998dbd7f2e5a81d7fa3084ef3499eb01496316a
HumanEval/7,humaneval_plus,0,True,True,True,stop,stop,112,112,6.986802598171721,6.986802598171721,results/baseline/primary/repeat-0/HumanEval_7.json,results/dflash15/primary/repeat-0/HumanEval_7.json,9032591c495e5bb8a47afc198e53209e8016ead3cf68de0c126d7fa983f1a062,7a14ef52da610e749b1065cfff813d7f4d9c38c6baaa53e0b03e17f663ec15e8
HumanEval/8,humaneval_plus,0,True,True,True,stop,stop,163,163,7.563157577332446,7.563157577332446,results/baseline/primary/repeat-0/HumanEval_8.json,results/dflash15/primary/repeat-0/HumanEval_8.json,80eb8ec6a6342a5ee6e14528739a76380af47e410c0bf67d9c1e4c82bef51293,f24a5b9ee0973645e06d2a334948e3b52e5c5dcff3eb7b78ecae42c9ba9c2e02
HumanEval/9,humaneval_plus,0,True,True,True,stop,stop,162,162,7.963109824114063,7.963109824114063,results/baseline/primary/repeat-0/HumanEval_9.json,results/dflash15/primary/repeat-0/HumanEval_9.json,f0e83050e8df06587e87d861ab88c1c3d03b6883e34eba586b20cd532dd8f6ae,68aa97e3a3a16d094368a2f194d0b4018ac67a38011aad7e80e531df3e5d6755
HumanEval/10,humaneval_plus,0,True,True,False,stop,stop,315,342,4.135884719045155,4.490389123534739,results/baseline/primary/repeat-0/HumanEval_10.json,results/dflash15/primary/repeat-0/HumanEval_10.json,e6f3547e85023b9c1e71ba49baee53ae08018d3a2e3e126ab419324fff7fea46,ba664bf5fbd2edc2c91b659996aaa796c6719624e9921edb267db3bfd7aabbbe
HumanEval/11,humaneval_plus,0,True,True,True,stop,stop,140,140,6.980449523722572,6.980449523722571,results/baseline/primary/repeat-0/HumanEval_11.json,results/dflash15/primary/repeat-0/HumanEval_11.json,6add5db31ca938a2dbb9ef9c43542ecee03ec12db92a0ca26b737cb4b159b40f,167b65ae3c8103448ef56f69c8ace97e5c17f2124d80726a57c826fc8e507e27
HumanEval/12,humaneval_plus,0,True,True,True,stop,stop,161,161,7.474477443672801,7.474477443672802,results/baseline/primary/repeat-0/HumanEval_12.json,results/dflash15/primary/repeat-0/HumanEval_12.json,c15a75bb4df39cb37a0e496d81f98ad846f83235a5a2e94f9c5bb0497a85671e,9a8fff506ed758256f9243b32bcb9e2552d270fc279393dbdc021e2587ad548c
HumanEval/13,humaneval_plus,0,True,True,True,stop,stop,109,109,6.8943539569051975,6.894353956905198,results/baseline/primary/repeat-0/HumanEval_13.json,results/dflash15/primary/repeat-0/HumanEval_13.json,bc1b4fdd7b3d1a043b733bb7658282b09cf236fcfd1275a442a7846ee4690664,bded454bed6582e3cb942c1664c667ccd9c2419247b306a9d31e9c249438b9bc
HumanEval/14,humaneval_plus,0,True,True,False,stop,stop,95,79,6.744668125029059,5.608724019761007,results/baseline/primary/repeat-0/HumanEval_14.json,results/dflash15/primary/repeat-0/HumanEval_14.json,46aee424d3a518908eed18202d52601bfe3eb3bd36f6a864484042930e27f977,c31032edf6be57db17c33ca8cd0f0a69ab0abd79db92394e9a43ed31f0752358
HumanEval/15,humaneval_plus,0,True,True,True,stop,stop,92,92,7.1131992356684215,7.113199235668422,results/baseline/primary/repeat-0/HumanEval_15.json,results/dflash15/primary/repeat-0/HumanEval_15.json,4a218fc8149ec8ae6144b058dd2813d0f861e7be7383d3e096e9f9bacab8bc87,736465530adc4e3aac1662ec7bfc7e5680a2d31407881bd4374e6b82a57cc3bb
HumanEval/16,humaneval_plus,0,True,True,True,stop,stop,122,122,6.55992589509099,6.55992589509099,results/baseline/primary/repeat-0/HumanEval_16.json,results/dflash15/primary/repeat-0/HumanEval_16.json,7e04c54ff1b88bf8e808430b2cfbb3c8fe8ae48076129cb4183721b8883828b3,cc6e303c54631dc226d2e34b17e07ed3cf074dadc1afa22be440030f484058cd
HumanEval/17,humaneval_plus,0,True,True,True,stop,stop,261,261,7.000905585379281,7.000905585379281,results/baseline/primary/repeat-0/HumanEval_17.json,results/dflash15/primary/repeat-0/HumanEval_17.json,66f009c5200632da99a54ea902ebf0933cd8de4afe072c947fc5e1ae39dde6bb,4c68562dd02a870ccb94475576a38638ed56d4617d00c1105ff9f3ea861a0cdb
HumanEval/18,humaneval_plus,0,True,True,True,stop,stop,161,161,7.472161845497285,7.4721618454972845,results/baseline/primary/repeat-0/HumanEval_18.json,results/dflash15/primary/repeat-0/HumanEval_18.json,bb7eae9e60225596b5da68f806f5590544b95d474eb83f2f917714c74dacb77e,a62522c4a368da889dd0c90823e52022dccbcfce64bee38af07509cd05e80bd7
HumanEval/19,humaneval_plus,0,True,True,True,stop,stop,254,254,7.143209048884809,7.143209048884809,results/baseline/primary/repeat-0/HumanEval_19.json,results/dflash15/primary/repeat-0/HumanEval_19.json,748868ff698c53065e23b0be8cab19375da7b32de9bb73e84a4321140619d84b,7be53de3672a72ed28cc5bfa5d3edc3d6968408536ee06d6b1962d61755adb64
HumanEval/20,humaneval_plus,0,True,True,True,stop,stop,309,309,6.724521507178828,6.724521507178828,results/baseline/primary/repeat-0/HumanEval_20.json,results/dflash15/primary/repeat-0/HumanEval_20.json,d81f1284d5fc7570c6a0453f2208f104c0301c466d7faa04015261f903aa69f7,d443e3c22b018c9c6f266d8e55680c7d1e4e3a6878e98b2e2d3798220277654b
HumanEval/21,humaneval_plus,0,True,True,True,stop,stop,193,193,7.03074335154511,7.030743351545109,results/baseline/primary/repeat-0/HumanEval_21.json,results/dflash15/primary/repeat-0/HumanEval_21.json,5cee0f38dcb00aad81ed448333d2fccfa65b9edd405af4cf0d137b0159c4bc79,36455b663794499649b7a60ab90c1b903a685b65ad31dff8cca8f955d6c3a13f
HumanEval/22,humaneval_plus,0,True,True,True,stop,stop,119,119,7.553620057221755,7.553620057221755,results/baseline/primary/repeat-0/HumanEval_22.json,results/dflash15/primary/repeat-0/HumanEval_22.json,9a6b81bea8dca52dfb7566643846f2f8a43937c08f32d9288aee5716fc8c2a02,ae828fde30a1de25d3d6790f98bcd72fa39963a7ae11de408b1bc8d1a23785ce
HumanEval/23,humaneval_plus,0,True,True,True,stop,stop,53,53,6.377924536005751,6.37792453600575,results/baseline/primary/repeat-0/HumanEval_23.json,results/dflash15/primary/repeat-0/HumanEval_23.json,689a58bdc944655d2a028df645a1135bd53813d8c486221e7ec8972e2f927446,b788d86fd10d046fc48ae4330936f3243bdd04d387bf9f2adb37adcb5d3543b3
HumanEval/24,humaneval_plus,0,True,True,True,stop,stop,136,136,3.8645966196604373,3.864596619660437,results/baseline/primary/repeat-0/HumanEval_24.json,results/dflash15/primary/repeat-0/HumanEval_24.json,8cf22ffc98a19c318e14ed63746608b8c18b4e319727ac9d4de695ee635f10e3,f1859124ee82d3b077f3fdf3efcc1f5a7eeb605cab27f65c24129ca372a8792c
HumanEval/25,humaneval_plus,0,True,True,True,stop,stop,215,215,8.252938079799257,8.252938079799257,results/baseline/primary/repeat-0/HumanEval_25.json,results/dflash15/primary/repeat-0/HumanEval_25.json,ebc3a942cc202f2fd9f401c05b46a555b21947818d92527d7d412ad339f20ab2,882ab4ae2d792cb00f44a25003a304d9d8657792df1b94cdd34ef9058bc7640c
HumanEval/26,humaneval_plus,0,True,True,True,stop,stop,141,141,5.852631144427261,5.852631144427261,results/baseline/primary/repeat-0/HumanEval_26.json,results/dflash15/primary/repeat-0/HumanEval_26.json,21189dbeba2291cd87764ea8d43b3b5ef131b665bd73cf1e1d679db8028ff79b,b1bbb9b81f27df96934a67083069dadb9e138252f1f13594242b3e10f7139fa1
HumanEval/27,humaneval_plus,0,True,True,True,stop,stop,58,58,5.831267083633794,5.831267083633794,results/baseline/primary/repeat-0/HumanEval_27.json,results/dflash15/primary/repeat-0/HumanEval_27.json,f8f5fb0b7e422b902637517a977c3f74760adb2f7c71ddd0e91bdb4f0f332261,fc098a7ef1516ed473bfa61770efce67d79b8022b4ecad84d03610622dd8de68
HumanEval/28,humaneval_plus,0,True,True,True,stop,stop,70,70,7.090994529767103,7.090994529767103,results/baseline/primary/repeat-0/HumanEval_28.json,results/dflash15/primary/repeat-0/HumanEval_28.json,f0ed2779e7171aa4225fd117ff2db6b638d66da5ef348b6142e99527d9f94221,53af29e08bdc5f4d1f65360aaef3fccf87e333b3b5a203f2023747fa17ca8764
HumanEval/29,humaneval_plus,0,True,True,True,stop,stop,107,107,7.466247403997431,7.466247403997432,results/baseline/primary/repeat-0/HumanEval_29.json,results/dflash15/primary/repeat-0/HumanEval_29.json,395b72f05ed59daf7146cb13adb24d28acb29b45f8f3640fd38c55996c4452e9,911e00fe92b16b97759679694953932de49b7f7bcd4d9f2593b84599cb7a20ae
HumanEval/30,humaneval_plus,0,True,True,True,stop,stop,139,139,8.036393526122028,8.036393526122028,results/baseline/primary/repeat-0/HumanEval_30.json,results/dflash15/primary/repeat-0/HumanEval_30.json,c30e298de6da74f8749d87b5caa0b9d25908126a8da58f6eb059c97726d49f51,5b13a597d9b8fbe44ce6894943c7eb0acd5e6437e5be5b2e8c54d249e68c9a40
HumanEval/31,humaneval_plus,0,True,True,True,stop,stop,193,193,8.354379645446063,8.354379645446063,results/baseline/primary/repeat-0/HumanEval_31.json,results/dflash15/primary/repeat-0/HumanEval_31.json,442b970eed9a9fa4ffa82d91a5802c0f02bcdf75644a1a5921ecafe01f69883f,414fa271a2aaf2a99c495a8b1c0ebbef1461495ff3c629dcb9cee576f89c0790
HumanEval/32,humaneval_plus,0,False,False,False,stop,stop,702,759,3.677900166502137,3.976533086004448,results/baseline/primary/repeat-0/HumanEval_32.json,results/dflash15/primary/repeat-0/HumanEval_32.json,309293cb51417afb7d11be2ec059c0bc47f147f1e26869bc1e1318fe7cd06361,aaae3a79580f04d6c586ab6826fcb34f0fa332b7482372ce205dd2d98a0496c6
HumanEval/33,humaneval_plus,0,True,True,True,stop,stop,285,285,5.5246519982882,5.524651998288199,results/baseline/primary/repeat-0/HumanEval_33.json,results/dflash15/primary/repeat-0/HumanEval_33.json,c36c0df320eb0508a69620c1732c80bfb0575a72064188e3a192055ba778f366,0b275ca969cc142d852a91eb75eb7e292fc44ca26fd0ce45930c0cefc4b7c319
HumanEval/34,humaneval_plus,0,True,True,True,stop,stop,87,87,6.712675288981252,6.712675288981253,results/baseline/primary/repeat-0/HumanEval_34.json,results/dflash15/primary/repeat-0/HumanEval_34.json,8ff71681f3359e450950715a8a07f33810a273238671981d26f51cafb7ef5d09,1a71e379f6b6354e4e3e029f8682c67c62d40b633a94738571a09137c7b05057
HumanEval/35,humaneval_plus,0,True,True,True,stop,stop,97,97,7.4634383324007,7.4634383324007,results/baseline/primary/repeat-0/HumanEval_35.json,results/dflash15/primary/repeat-0/HumanEval_35.json,5ed6b1c4e966c77b34783353e18be9a0063aeefd03202b41a0928f28c53dab56,f343aaf253210a506ec9d4ccae008f1a66f7d1abc2cee12422aed0c8dadaf186
HumanEval/36,humaneval_plus,0,True,True,True,stop,stop,142,142,7.137100788055971,7.137100788055971,results/baseline/primary/repeat-0/HumanEval_36.json,results/dflash15/primary/repeat-0/HumanEval_36.json,d7604048c5373f3ab2f4d66318089e37d619f9a8b49e22c4214ff0e94cea7885,8a85b055e644fefb7f95c2467d46ea6cc3ab96cd6e7b6448da58cd43dd5d059c
HumanEval/37,humaneval_plus,0,True,True,True,stop,stop,225,225,5.83536066792653,5.83536066792653,results/baseline/primary/repeat-0/HumanEval_37.json,results/dflash15/primary/repeat-0/HumanEval_37.json,346b18ec10d67d32fe52e7135a47c6dce283754ebb736ce4a3c0ea8692b18e91,54d4fa50e718f05b2e5bf6aee77c8c1b5009c1e2b7024bf4e1f9556f84d78ee9
HumanEval/38,humaneval_plus,0,True,True,True,stop,stop,388,388,5.0261467732248795,5.0261467732248795,results/baseline/primary/repeat-0/HumanEval_38.json,results/dflash15/primary/repeat-0/HumanEval_38.json,1bfc9743b1e477ccfd8fc8caee5b0d2bedf51be5ca5c079f9e27a9b497f5585e,3d479e8bb2a1130c02a941ad160caf5f737ea69b2d6049779eb7ee4b0078c2a6
HumanEval/39,humaneval_plus,0,False,False,True,stop,stop,278,278,8.083827971937874,8.083827971937874,results/baseline/primary/repeat-0/HumanEval_39.json,results/dflash15/primary/repeat-0/HumanEval_39.json,a62d21941662bea6ea95647bc2ead26e8f29bd095d56ed6853ee906164838fe3,2773dad39116567da8d30df594d8bd64419168849236631d561d70f9dd1f46fd
HumanEval/40,humaneval_plus,0,True,True,True,stop,stop,292,292,5.830299687665984,5.830299687665983,results/baseline/primary/repeat-0/HumanEval_40.json,results/dflash15/primary/repeat-0/HumanEval_40.json,c8ddfd4d5f8b865dde0e773b3edad1e9b64cd70f7b0dcae5e51d4941acb98e67,531cb287ce793e8af785b67c87e5cbe2c8c875d0d081dd0f37ad4528d283fa98
HumanEval/41,humaneval_plus,0,True,True,True,stop,stop,240,240,4.533591228687192,4.533591228687192,results/baseline/primary/repeat-0/HumanEval_41.json,results/dflash15/primary/repeat-0/HumanEval_41.json,c4e27032aff9c11804f2048387d7e73bf4d3e4dbdac62e9645ccb53bd9697307,8f53d501af5430036e087347f7a0d56cfbd86796ad44f9c3f741ac8ff11a502c
HumanEval/42,humaneval_plus,0,True,True,True,stop,stop,132,132,7.527578063689009,7.527578063689009,results/baseline/primary/repeat-0/HumanEval_42.json,results/dflash15/primary/repeat-0/HumanEval_42.json,52e9db501ffafc3ea08f450c25c205c7f6b8fb4ca702286db4e7e8ba8cd51e6e,d48c870c1df5e532c772c760ceb7c66471f0ef6ef6a69910c352ad71646c911d
HumanEval/43,humaneval_plus,0,True,True,True,stop,stop,201,201,8.623739139373503,8.623739139373503,results/baseline/primary/repeat-0/HumanEval_43.json,results/dflash15/primary/repeat-0/HumanEval_43.json,955d104b20a80362c929dfc2eb48150bfa9db9108e37cd375dbf18e56f1b72af,f08fbb7cf5f43b8b4b67bca8ab1298dc33b42145e6ddf7246c962eb10e8a0538
HumanEval/44,humaneval_plus,0,True,True,True,stop,stop,158,158,6.879366762192597,6.879366762192596,results/baseline/primary/repeat-0/HumanEval_44.json,results/dflash15/primary/repeat-0/HumanEval_44.json,e2f863c1aa51f2e8ca8e81dbe0d49f32ff64e20d13dc015ceaf2ba570078b619,694f3e725a5952ff9b014ff6cf68ed2a41cac9cbac21628d876e409aa05570ba
HumanEval/45,humaneval_plus,0,True,True,True,stop,stop,60,60,6.146476759416198,6.146476759416198,results/baseline/primary/repeat-0/HumanEval_45.json,results/dflash15/primary/repeat-0/HumanEval_45.json,5ebccf76ee88190f5018edda3d16139afe87295d3bf3a227e78976697087ea99,f51be56a737b94b567c2792f13016f72e39a704c5c801db8fcd64b5f6c3f769b
HumanEval/46,humaneval_plus,0,True,True,True,stop,stop,372,372,7.378397703942841,7.378397703942839,results/baseline/primary/repeat-0/HumanEval_46.json,results/dflash15/primary/repeat-0/HumanEval_46.json,cc739ff359097199d9c6cc4e715e4e16b9d8a0f0ac4c8cf3996fb25ffa6e7cef,fac5be45e7f74f5bfb5764326b6ef38a4d1fdabe47a1c30ae9c425d67580d198
HumanEval/47,humaneval_plus,0,True,True,True,stop,stop,169,169,6.9672842530798125,6.9672842530798125,results/baseline/primary/repeat-0/HumanEval_47.json,results/dflash15/primary/repeat-0/HumanEval_47.json,e3e122c476f2652e339a9814c42d047d52e605fd94c672a335d4796bccd0d804,ac7d88bfc8a8e741ea8c1d0da6a360d18e7245dd25e7c3b92829a9d70de210af
HumanEval/48,humaneval_plus,0,True,True,True,stop,stop,87,87,6.783434304459184,6.783434304459184,results/baseline/primary/repeat-0/HumanEval_48.json,results/dflash15/primary/repeat-0/HumanEval_48.json,35f3ad98836598a299bb8570b9f8e2d266724a8c3f03b840b458506c30496f9a,7d37f7df7f786af179b60275b3b525a4f44fb9ba60069dad6b1c0b5b27109fd1
HumanEval/49,humaneval_plus,0,True,True,True,stop,stop,134,134,7.7160805247727104,7.71608052477271,results/baseline/primary/repeat-0/HumanEval_49.json,results/dflash15/primary/repeat-0/HumanEval_49.json,d7c0761cf74ac0d709f1b296bcb618db8f03e12df9993dc9ad4cac27162fa95c,6687a360c36bf50b741f1dce1b13a69f263729fa5bf0702892cb4d8348f0a469
HumanEval/50,humaneval_plus,0,True,True,True,stop,stop,133,133,7.649223901402088,7.649223901402088,results/baseline/primary/repeat-0/HumanEval_50.json,results/dflash15/primary/repeat-0/HumanEval_50.json,9953cb8a1a468436f241235040873c55087b0bc41b91a8c41b33fc3fb5ffeaa7,93543c97ebb8c69e4763aae9634651a354cb773001e6371ca780173974ac2908
HumanEval/51,humaneval_plus,0,True,True,True,stop,stop,166,166,8.175251236163804,8.175251236163804,results/baseline/primary/repeat-0/HumanEval_51.json,results/dflash15/primary/repeat-0/HumanEval_51.json,a3b456a820ca7a3a2ad17708742863ea06010ac099beac20e1eab33498614fec,ab6643585082c1e11675a5b3eb394c6706aa351de847f14035635ec877a465e1
HumanEval/52,humaneval_plus,0,True,True,True,stop,stop,100,100,6.977939827186508,6.977939827186508,results/baseline/primary/repeat-0/HumanEval_52.json,results/dflash15/primary/repeat-0/HumanEval_52.json,37a4f0483f1cbc38e21690e99bd13cc3b6614e9bcdcf92fa9d62bca98ef76f14,9ae0e7b0ab9f220ba2f784712d65f7c039d3e857df8c6fd98bc4ce2b1db5643c
HumanEval/53,humaneval_plus,0,True,True,True,stop,stop,63,63,6.334478826157285,6.334478826157284,results/baseline/primary/repeat-0/HumanEval_53.json,results/dflash15/primary/repeat-0/HumanEval_53.json,9746019de725096b7a65e84f26e4406d6990ce94f60e3ad303547890fd898969,8915b72a77f1ebbbc48def97428f277bd98ec94ba485e37923b0a3b4316fc717
HumanEval/54,humaneval_plus,0,True,True,True,stop,stop,161,161,7.3997498115931375,7.399749811593137,results/baseline/primary/repeat-0/HumanEval_54.json,results/dflash15/primary/repeat-0/HumanEval_54.json,f78f4daebe85d2dfbac1849d09a6e1c65271adb54350abc46a5060ba7d91d1f7,ab9ecd188f3122e4e695342a5cdfc6ab3889acd711d85215f72ea246ba9c5476
HumanEval/55,humaneval_plus,0,False,False,True,stop,stop,143,143,6.355058538568974,6.355058538568974,results/baseline/primary/repeat-0/HumanEval_55.json,results/dflash15/primary/repeat-0/HumanEval_55.json,5c81c65ae9aadbc9b37c3f008ef3549bfa0230c134b94e461f68f79183a5b88a,0bd43ccc741824de80dee392534cee824038b547a3ef9b4a5834c51d495c74f8
HumanEval/56,humaneval_plus,0,True,True,True,stop,stop,157,157,7.792288200388225,7.792288200388224,results/baseline/primary/repeat-0/HumanEval_56.json,results/dflash15/primary/repeat-0/HumanEval_56.json,19ef83dfc7fbae0eb3561822f8c4975e17360341a044d56e1c977419f6ed3141,9e503ab5a15624d3cb198ab585726d5f4cc1eab27d9d66348678d8b4fa833506
HumanEval/57,humaneval_plus,0,True,True,True,stop,stop,192,192,7.125616562786827,7.125616562786827,results/baseline/primary/repeat-0/HumanEval_57.json,results/dflash15/primary/repeat-0/HumanEval_57.json,a49ab6b5808e8ad1eb756bd5118794e15fae19ee205c42f00d7b4a453884efb2,39fe973be46c7c577ec46ec87b6355d2680aa5c7785ef1bd5b4dd9b144838eb4
HumanEval/58,humaneval_plus,0,True,True,True,stop,stop,165,165,7.60576769428724,7.60576769428724,results/baseline/primary/repeat-0/HumanEval_58.json,results/dflash15/primary/repeat-0/HumanEval_58.json,f1d0e7afb87e60be6429ee864ad715e3576ac7d6bcd6ce2830228f252e693b14,77dfce08ca45d8705f8f891779bf04717dac238708d257c2f7a44d4018965e90
HumanEval/59,humaneval_plus,0,True,True,True,stop,stop,204,204,6.002035115685536,6.002035115685537,results/baseline/primary/repeat-0/HumanEval_59.json,results/dflash15/primary/repeat-0/HumanEval_59.json,fa04f1d0c061dc994573d5be190ed70c4df624f5ae3fda69263718bdc23bd6c4,6b0256aef2d68e2ca0e709aacdb75c7eb66279afec0aa73d69fc5eb3da417307
HumanEval/60,humaneval_plus,0,True,True,True,stop,stop,125,125,7.824052433063426,7.824052433063426,results/baseline/primary/repeat-0/HumanEval_60.json,results/dflash15/primary/repeat-0/HumanEval_60.json,72db6386457656657f356b5ae2ad0d2a6a4c47cd4ab52a9928a3f98070d245ce,d87f0d5416a29193a1b9b3ae4005a955de965ec4c2f53d22f1d1d33564e56fee
HumanEval/61,humaneval_plus,0,True,True,True,stop,stop,156,156,7.264727115195051,7.264727115195051,results/baseline/primary/repeat-0/HumanEval_61.json,results/dflash15/primary/repeat-0/HumanEval_61.json,78d9e0c010d9c7f33462c6e410dd7fba01c9bf745d0df8bb0a6e8c44e59a9ab3,5b51a83a2f5cd12365b3bac74dd39cd8efc946ed1b2946b9679f08ffe2ff038f
HumanEval/62,humaneval_plus,0,True,True,True,stop,stop,162,162,7.077831513301605,7.077831513301605,results/baseline/primary/repeat-0/HumanEval_62.json,results/dflash15/primary/repeat-0/HumanEval_62.json,b084ebf1de9f528c1f3b95f8c1767945955917252ebd2d0db90d5a555719580f,cd53c0e82378f025fcabfddc865b2d1a335216a43ac139603fdaa7e1fd951895
HumanEval/63,humaneval_plus,0,True,True,True,stop,stop,281,281,7.516711929815479,7.51671192981548,results/baseline/primary/repeat-0/HumanEval_63.json,results/dflash15/primary/repeat-0/HumanEval_63.json,0794e6e964c85451008991d0125bdb83ce3a6148a0955f722ec79478142e859f,0028d841f72b4400d644c7aaf78ce18dc7c52915e7d7200cdc33f477c32b2857
HumanEval/64,humaneval_plus,0,True,True,True,stop,stop,226,226,6.073019845368915,6.073019845368915,results/baseline/primary/repeat-0/HumanEval_64.json,results/dflash15/primary/repeat-0/HumanEval_64.json,0353e106421571f3e459e29faec7395ebf00e4429572e7f6dfa9e0e6a864b3a6,9ca40cb34dfb7636db1e7d22144d08617f3a29d355a03656112fa5a2330712f3
HumanEval/65,humaneval_plus,0,True,True,True,stop,stop,250,250,4.315448370242106,4.315448370242106,results/baseline/primary/repeat-0/HumanEval_65.json,results/dflash15/primary/repeat-0/HumanEval_65.json,81f5b678e311b129f256f9118cc434fa96144b1508899f98f442ddcafcceae3f,da40ac4bfe53917cc755eda603d8f651b43fd0519df5a91afcd17838a1dc31b8
HumanEval/66,humaneval_plus,0,True,True,True,stop,stop,140,140,6.973050665489274,6.973050665489275,results/baseline/primary/repeat-0/HumanEval_66.json,results/dflash15/primary/repeat-0/HumanEval_66.json,b55969264ca7310bc28b9da0d2e968a2b707006663c208e216f2ee2b4ccbcfee,1f79e3a008d8ca4152716e05801c80ee401558a4bd52ac34ee6fbc2928077f81
HumanEval/67,humaneval_plus,0,True,True,False,stop,stop,324,315,6.073517004939336,5.9048081992465775,results/baseline/primary/repeat-0/HumanEval_67.json,results/dflash15/primary/repeat-0/HumanEval_67.json,f136db67c8072a1f4736e44969bb334b966576e12953c238058bd1db9f748bf8,2ba9d4092e73e1225edd657c6ecd29e0d42a83a0cf7d915d3927eaceaf9c67fb
HumanEval/68,humaneval_plus,0,True,True,True,stop,stop,429,429,8.623792650460272,8.623792650460272,results/baseline/primary/repeat-0/HumanEval_68.json,results/dflash15/primary/repeat-0/HumanEval_68.json,33193278ab1c193ce4009752f6bf2d7fb48d752390e212b0410c6e2a1d19e057,4c1db4b5611a3384fd526c676599beaf665c780aff3c947c3b0f3227e7a14188
HumanEval/69,humaneval_plus,0,True,True,True,stop,stop,228,228,7.864365603511234,7.864365603511234,results/baseline/primary/repeat-0/HumanEval_69.json,results/dflash15/primary/repeat-0/HumanEval_69.json,84ba3db9b0ee9e7f0f4bbbf0929d75abe1496bb9615336c6c6829ec921f179a0,04a041c09f15c6c6b39716f44210f23fe4eb0a35bb2ad9729f2c9d1566a862b3
HumanEval/70,humaneval_plus,0,True,True,True,stop,stop,237,237,7.817165238049635,7.817165238049635,results/baseline/primary/repeat-0/HumanEval_70.json,results/dflash15/primary/repeat-0/HumanEval_70.json,ec5a956df90c69f67fdda4a1ef68c65de300e8e64f14bd1e4b082bc059fca31e,3fbd21457b2b2cd7e0612b1edab70d21b0b73b5e001b4a2287689327268fb7e2
HumanEval/71,humaneval_plus,0,True,True,True,stop,stop,233,233,6.538115951870288,6.538115951870288,results/baseline/primary/repeat-0/HumanEval_71.json,results/dflash15/primary/repeat-0/HumanEval_71.json,fa583eb3d2bb497a2840303d6427200ea9788413d96ed4853bf7285df3be0c49,d5d093ff1cd5c885280f18ced845c658a2ed8c36887ae79b2273b7e593f5c1b1
HumanEval/72,humaneval_plus,0,True,True,True,stop,stop,304,304,6.754652405447195,6.754652405447195,results/baseline/primary/repeat-0/HumanEval_72.json,results/dflash15/primary/repeat-0/HumanEval_72.json,0745d91dfc5ea7de325ab2d33ab65dca421338110b8bd72e85fa2573be2535f8,d5d88a77085319a1aa4c577dce147a805618db2ebfc64b62b6c4bafd39582e0f
HumanEval/73,humaneval_plus,0,True,True,True,stop,stop,210,210,8.029577193438422,8.029577193438422,results/baseline/primary/repeat-0/HumanEval_73.json,results/dflash15/primary/repeat-0/HumanEval_73.json,192e511451f4dacbdfc4cc18b3cc34bc943bb12988932e9cb0507dba03c44e90,335676c1bed7a986f1fee3cb5604be05be02f84500df16548098bea3861d039c
